Age Group,Gender,City,Occupation,Income Range,Shopping Frequency,Spend Per Transaction,Preferred Categories,Payment Methods,Purchase Factor,Willing to Try New Platform,Expected Monthly Spend,Subscribed to Loyalty Program,Loyalty Engagement Factors,Referral Likelihood,Offer Preferences,Preferred Shopping Time,Preferred Shopping Day,Experienced Delivery Issues,Delivery Issue Types,Willing to Pay for Fast Delivery,Cluster
0,1,2,4,1,3,1750,Toys,Wallet,3,2,2462,0,Recommendations,2,Flat Discounts,0,0,0,None;Delays,1,1
0,1,4,0,3,3,1112,Clothing;Groceries;Electronics,UPI;Card;COD,2,0,3098,0,Exclusive Deals;Early Access,3,Flat Discounts,0,1,0,Wrong Item;Poor Packaging;Payment Issues,0,1
2,0,4,4,2,1,2310,Home & Kitchen,UPI;COD;Card,2,0,4032,1,Early Access;Cashback,3,Flat Discounts;BOGO;Free Delivery,1,0,0,Delays,2,3
1,0,4,2,0,3,1246,Toys;Clothing,UPI,2,2,2042,0,Cashback,2,Surprise Gifts;Flat Discounts,0,0,1,None,1,1
0,0,3,4,1,1,1996,Beauty & Wellness;Electronics;Home & Kitchen,UPI;Card;COD,2,2,4391,1,Cashback;Recommendations;Early Access,2,Flat Discounts,3,1,0,None;Poor Packaging;Payment Issues,0,3
1,1,1,0,3,3,841,Groceries;Beauty & Wellness;Home & Kitchen,Wallet,0,2,2178,1,Cashback;Early Access;Recommendations,3,Surprise Gifts,3,0,0,Delays;None;Payment Issues,2,0
2,1,4,2,0,1,2068,Groceries;Clothing,COD;Wallet;Card,0,1,2416,0,Exclusive Deals,1,Flat Discounts,3,0,1,None;Poor Packaging,2,3
0,1,0,4,2,3,1020,Groceries,Wallet;UPI,2,2,1757,1,Exclusive Deals;Cashback,2,Free Delivery;Surprise Gifts,3,1,0,Payment Issues;Wrong Item,0,0
1,0,0,1,2,1,1756,Electronics;Toys,UPI,1,2,2805,1,Exclusive Deals;Recommendations;Early Access,1,Flat Discounts;Surprise Gifts,3,0,0,Payment Issues;Wrong Item;Poor Packaging,0,3
0,0,4,3,0,3,2213,Beauty & Wellness;Electronics,COD;Wallet;UPI,2,2,4217,0,Cashback;Early Access,3,BOGO;Flat Discounts,0,0,0,Payment Issues,1,1
0,1,4,4,0,3,1480,Toys;Electronics;Clothing,Wallet;Card;UPI,1,1,2691,1,Early Access;Exclusive Deals,2,Surprise Gifts;BOGO,0,0,0,Poor Packaging,1,0
1,0,0,4,2,3,982,Home & Kitchen,UPI,3,2,1257,0,Early Access;Exclusive Deals;Cashback,1,Surprise Gifts;Flat Discounts,2,0,0,Delays;Wrong Item,0,1
1,1,3,2,0,1,1898,Electronics;Clothing,Wallet;COD,0,2,2720,0,Early Access,3,Surprise Gifts;BOGO;Flat Discounts,0,0,0,Poor Packaging;Payment Issues,0,3
1,0,5,2,2,3,1095,Home & Kitchen,Wallet;Card;COD,0,1,1965,0,Recommendations,1,Surprise Gifts,3,0,0,Payment Issues,2,1
2,0,5,0,1,3,1357,Home & Kitchen;Toys,Card;Wallet;UPI,1,2,3404,0,Early Access;Cashback,0,BOGO;Flat Discounts,1,1,0,None;Delays;Wrong Item,2,1
3,0,4,0,0,2,1759,Clothing;Home & Kitchen;Beauty & Wellness,Card;COD;UPI,2,0,2561,1,Early Access;Cashback,3,Flat Discounts;Free Delivery;BOGO,1,1,0,Poor Packaging;Wrong Item;None,1,0
1,0,2,4,2,1,2416,Beauty & Wellness;Groceries,UPI;Wallet;Card,0,2,4644,1,Cashback;Exclusive Deals,0,Surprise Gifts;Flat Discounts,1,0,0,Wrong Item;None,0,3
1,0,4,2,0,2,1615,Beauty & Wellness;Groceries;Electronics,UPI;COD,1,1,2641,1,Recommendations,3,Surprise Gifts;Flat Discounts,0,0,0,Wrong Item;Poor Packaging;Payment Issues,0,0
2,1,4,4,0,3,1613,Toys;Electronics;Clothing,Card;COD;UPI,3,1,1850,1,Recommendations,3,Surprise Gifts;BOGO,1,1,1,Wrong Item;Payment Issues;None,0,0
0,0,5,4,3,3,2042,Clothing;Groceries;Electronics,UPI;Wallet,3,2,4539,0,Exclusive Deals,2,Flat Discounts;Free Delivery,1,0,0,Payment Issues;Delays,0,1
1,1,0,3,0,1,1630,Clothing,Wallet,0,1,2879,0,Recommendations;Cashback;Early Access,0,Flat Discounts;BOGO,1,0,0,Poor Packaging,1,3
0,0,4,0,0,3,1981,Home & Kitchen,Card;UPI,2,2,4021,1,Early Access;Cashback,0,BOGO,1,0,0,None;Wrong Item,1,0
4,0,0,0,1,1,2247,Clothing,UPI,1,0,4238,1,Cashback,0,Free Delivery,1,1,1,Poor Packaging;Wrong Item;Delays,0,3
3,0,0,4,0,3,1403,Beauty & Wellness,Card;UPI;Wallet,0,2,3381,1,Early Access,3,Surprise Gifts;Flat Discounts,1,0,0,Delays;Wrong Item,0,0
2,1,2,3,3,3,100,Toys;Home & Kitchen,Card,3,1,1453,1,Cashback;Exclusive Deals,0,Free Delivery;Flat Discounts,1,1,1,Poor Packaging,1,0
2,0,0,1,0,3,1109,Groceries;Electronics,COD,2,2,2692,0,Cashback,0,Free Delivery;Surprise Gifts,0,0,0,None;Poor Packaging,2,1
1,0,5,3,0,3,2325,Groceries,COD;Card,1,0,3793,1,Recommendations,2,BOGO;Flat Discounts;Surprise Gifts,1,0,0,Delays;Wrong Item;None,0,0
0,0,3,0,2,0,1579,Groceries;Beauty & Wellness;Electronics,COD;UPI,0,2,1988,0,Exclusive Deals;Early Access,1,Surprise Gifts,1,0,0,Delays;Wrong Item,1,3
0,1,3,2,0,0,1396,Clothing;Groceries;Toys,COD;Card,1,0,2539,1,Recommendations;Early Access,1,Flat Discounts;BOGO;Surprise Gifts,3,0,0,Wrong Item,2,3
0,1,1,4,1,2,2300,Electronics;Home & Kitchen,UPI;Card,2,0,4070,1,Recommendations,0,Free Delivery;Surprise Gifts,2,1,0,None;Poor Packaging;Wrong Item,1,0
1,1,4,4,1,3,1539,Toys,Card;COD,2,2,3203,0,Recommendations;Exclusive Deals,0,Surprise Gifts;Free Delivery;Flat Discounts,3,1,0,Wrong Item;Poor Packaging,1,1
2,1,5,0,0,1,344,Groceries,Card;UPI,3,1,2027,0,Cashback;Early Access;Recommendations,0,BOGO;Free Delivery;Flat Discounts,0,0,0,None;Wrong Item;Payment Issues,2,3
1,0,0,1,0,1,696,Electronics,Card;COD,2,0,2296,0,Recommendations,0,Flat Discounts;BOGO,1,1,0,Delays;Payment Issues,0,3
0,1,3,4,1,3,1851,Clothing,UPI;COD,0,2,4267,0,Recommendations;Cashback;Exclusive Deals,1,BOGO;Flat Discounts,0,1,0,None;Delays,2,1
3,2,5,2,3,3,1559,Home & Kitchen;Toys,Card,1,2,2428,1,Early Access;Exclusive Deals,2,BOGO;Free Delivery;Surprise Gifts,0,0,0,Delays;None;Payment Issues,2,0
2,1,3,3,2,1,2472,Beauty & Wellness;Electronics,Card;UPI;Wallet,2,2,2587,1,Cashback,3,Surprise Gifts;Free Delivery,3,0,0,Poor Packaging;None,1,3
1,1,0,4,0,1,1160,Toys;Groceries,Card;UPI;COD,2,2,1865,0,Early Access;Cashback,0,Free Delivery,0,0,0,Poor Packaging;None;Wrong Item,0,3
1,0,3,0,0,1,1414,Beauty & Wellness;Groceries;Toys,COD;Card;Wallet,0,2,2895,0,Early Access;Recommendations,0,Flat Discounts,3,0,0,Wrong Item;None,0,3
1,0,4,2,1,1,1069,Electronics;Home & Kitchen,Wallet,1,2,1981,0,Exclusive Deals,1,BOGO,0,0,1,None;Delays;Poor Packaging,0,3
0,0,4,3,2,2,1287,Beauty & Wellness,UPI,1,2,3377,1,Cashback;Exclusive Deals;Recommendations,0,Surprise Gifts,0,0,0,None,0,0
1,0,1,1,0,3,464,Groceries;Home & Kitchen;Toys,Wallet;COD,3,2,1458,0,Recommendations;Cashback,2,BOGO;Free Delivery,2,0,0,Payment Issues;Poor Packaging;Wrong Item,2,1
2,0,1,4,1,3,1368,Electronics,Wallet;Card,3,2,3035,1,Early Access;Exclusive Deals;Cashback,2,Surprise Gifts,2,1,0,Poor Packaging;Wrong Item,2,0
4,1,3,4,2,1,1568,Toys,Card,1,0,3984,0,Recommendations;Early Access;Cashback,0,Surprise Gifts,3,1,1,None;Payment Issues;Delays,1,3
0,2,5,3,0,3,1518,Home & Kitchen;Electronics;Groceries,COD;Card,0,1,2031,0,Cashback,1,Free Delivery;Surprise Gifts,1,0,0,Payment Issues,2,1
0,2,4,2,0,1,2889,Electronics;Clothing;Beauty & Wellness,Wallet,0,2,3013,1,Cashback,0,Surprise Gifts;Free Delivery;Flat Discounts,3,0,0,Payment Issues;Delays,0,3
0,0,5,3,0,3,2700,Toys;Beauty & Wellness;Groceries,COD,3,1,4804,0,Exclusive Deals;Recommendations;Early Access,0,Surprise Gifts;Free Delivery;BOGO,3,0,0,None;Poor Packaging;Wrong Item,1,1
2,1,5,4,0,3,1149,Home & Kitchen,Wallet,2,1,1564,1,Early Access,1,Free Delivery,3,0,1,Poor Packaging;Payment Issues,0,0
2,0,3,4,0,1,373,Toys;Beauty & Wellness,COD;Card;Wallet,0,0,1043,0,Recommendations;Cashback,2,Free Delivery,2,0,0,Wrong Item,2,3
1,1,5,2,0,3,1540,Beauty & Wellness,UPI,2,2,2364,1,Early Access,3,Flat Discounts;Free Delivery;Surprise Gifts,2,0,1,Wrong Item,1,0
0,1,4,4,0,3,1825,Beauty & Wellness;Groceries,Wallet,0,2,3774,0,Early Access,0,Free Delivery;BOGO;Surprise Gifts,3,0,0,None;Payment Issues,1,1
1,1,0,0,1,3,1083,Toys;Electronics,COD,1,0,2482,1,Cashback;Exclusive Deals;Recommendations,2,BOGO;Surprise Gifts,3,0,1,None;Payment Issues;Delays,2,0
1,1,1,4,1,1,1113,Groceries,Wallet,3,0,3166,0,Recommendations,0,Surprise Gifts,0,0,0,Payment Issues;Wrong Item,1,3
0,0,0,4,0,3,2549,Toys;Beauty & Wellness,COD;UPI,2,1,3037,0,Exclusive Deals;Early Access;Cashback,3,Surprise Gifts;Free Delivery;Flat Discounts,1,0,0,Payment Issues,1,1
1,0,5,4,2,1,1445,Toys;Beauty & Wellness,Wallet;Card;UPI,2,1,1988,0,Cashback,1,Surprise Gifts;BOGO;Free Delivery,1,1,0,Poor Packaging;None,1,3
1,0,0,1,0,3,1997,Electronics;Beauty & Wellness;Toys,Wallet,1,2,3067,1,Exclusive Deals;Recommendations;Cashback,2,Flat Discounts;Free Delivery,0,1,0,Wrong Item,2,0
1,1,4,2,0,1,1041,Groceries;Toys,Wallet;Card,0,2,3105,0,Cashback;Recommendations,3,Flat Discounts,1,0,0,Payment Issues;Delays,2,3
1,1,4,3,0,1,1565,Beauty & Wellness,Card;UPI,2,2,4054,1,Exclusive Deals;Cashback;Early Access,0,Flat Discounts;Free Delivery,0,0,1,Payment Issues,1,3
0,1,5,4,1,3,1398,Electronics;Home & Kitchen;Beauty & Wellness,COD;UPI,0,2,3326,0,Cashback;Exclusive Deals;Recommendations,3,Surprise Gifts,2,0,1,Delays,2,1
1,2,3,3,2,3,1194,Electronics;Clothing,Wallet,1,1,1597,1,Exclusive Deals;Early Access,2,Flat Discounts;BOGO;Free Delivery,1,0,1,None,2,0
1,1,0,4,2,3,2293,Groceries;Home & Kitchen;Beauty & Wellness,Card;COD;Wallet,3,2,3156,0,Cashback,1,Flat Discounts,0,0,0,Wrong Item;Delays;Payment Issues,2,1
1,0,3,4,0,1,766,Beauty & Wellness;Electronics;Clothing,Wallet,2,2,2839,1,Recommendations,0,Free Delivery,1,0,0,None,2,3
2,0,3,4,1,3,1780,Home & Kitchen;Clothing,COD;Wallet;Card,0,0,2695,1,Exclusive Deals;Cashback;Early Access,1,Surprise Gifts;Free Delivery,1,1,0,Wrong Item;Delays;None,2,0
1,1,2,4,0,1,1386,Beauty & Wellness;Toys,Card;UPI;Wallet,2,2,3645,1,Early Access;Recommendations,1,BOGO;Free Delivery;Surprise Gifts,0,0,1,Payment Issues,2,3
0,0,5,4,1,3,6068,Electronics,COD;Wallet;Card,0,0,7045,1,Recommendations;Exclusive Deals;Cashback,3,Free Delivery,0,1,0,Payment Issues,1,2
0,1,1,4,0,3,1395,Home & Kitchen;Clothing;Toys,Wallet;Card,0,0,2197,1,Exclusive Deals;Recommendations;Cashback,3,Surprise Gifts,2,0,1,Poor Packaging;None;Payment Issues,1,0
1,0,4,0,1,0,2120,Home & Kitchen;Electronics,Card;Wallet,0,2,3163,0,Exclusive Deals,2,Free Delivery,3,0,1,Poor Packaging,1,3
4,0,4,4,1,3,1036,Beauty & Wellness;Electronics;Clothing,UPI;Card;COD,1,2,3462,0,Cashback;Recommendations,2,Free Delivery,3,0,0,Delays;None,0,1
1,1,5,3,0,3,2294,Beauty & Wellness,UPI,3,2,4454,0,Exclusive Deals;Recommendations,1,Flat Discounts,0,0,0,Poor Packaging;None,1,1
3,1,1,0,0,1,1582,Toys,UPI,2,2,1984,0,Early Access,2,Surprise Gifts;Free Delivery,1,0,1,Delays;Wrong Item,1,3
1,0,4,4,0,1,802,Beauty & Wellness,Card,3,2,2481,1,Exclusive Deals;Recommendations;Cashback,1,BOGO,1,0,0,Delays;Payment Issues,0,3
1,0,5,4,0,3,2008,Groceries;Home & Kitchen;Toys,Card;Wallet,0,2,2267,0,Cashback;Recommendations;Early Access,0,Free Delivery,2,0,0,Wrong Item,1,1
1,1,4,4,1,2,1480,Beauty & Wellness;Toys,UPI;Wallet,0,0,3781,1,Recommendations;Cashback;Early Access,1,BOGO,1,0,0,Delays;Payment Issues;None,0,0
1,0,3,4,1,1,575,Beauty & Wellness,Wallet,3,2,2903,0,Cashback;Recommendations,2,Flat Discounts,3,0,0,Payment Issues;None;Wrong Item,1,3
1,0,0,3,1,2,1799,Clothing;Beauty & Wellness;Toys,Card;COD,3,1,3102,1,Exclusive Deals,2,BOGO;Flat Discounts;Free Delivery,1,1,0,None;Delays;Payment Issues,1,0
3,0,0,4,1,3,2203,Home & Kitchen;Clothing;Electronics,COD;Wallet,2,2,3494,1,Early Access,1,Surprise Gifts;Flat Discounts,1,0,0,Payment Issues;Delays;Wrong Item,0,0
1,1,4,2,0,3,2369,Beauty & Wellness;Groceries,Wallet;COD,0,2,3642,1,Recommendations;Early Access,3,Surprise Gifts;Flat Discounts;Free Delivery,3,0,0,None,2,0
3,0,2,4,0,3,1372,Groceries;Electronics;Toys,Card;Wallet,3,0,3535,0,Exclusive Deals,1,Free Delivery;Flat Discounts;BOGO,3,0,0,Wrong Item;Delays,2,1
3,0,1,4,1,1,1687,Groceries;Home & Kitchen;Beauty & Wellness,COD;Card;UPI,1,2,2901,1,Early Access,1,Surprise Gifts;Flat Discounts,3,1,1,Delays;Wrong Item;None,2,3
0,1,1,4,0,3,1630,Beauty & Wellness,UPI,0,2,2873,0,Recommendations;Exclusive Deals;Cashback,3,BOGO;Flat Discounts;Free Delivery,1,0,0,Poor Packaging;Wrong Item;Payment Issues,2,1
0,1,1,3,1,3,2493,Beauty & Wellness;Groceries;Home & Kitchen,Card;COD;Wallet,0,1,4572,1,Cashback,0,BOGO,1,0,0,Payment Issues,2,0
0,2,3,4,0,3,1113,Home & Kitchen;Beauty & Wellness;Toys,Wallet;UPI,2,1,1465,0,Exclusive Deals;Early Access;Recommendations,3,Surprise Gifts;Free Delivery,1,0,1,Wrong Item;Poor Packaging,1,1
4,1,1,0,2,3,1321,Clothing;Toys,COD;Wallet,1,1,2853,0,Cashback;Early Access;Exclusive Deals,2,BOGO,2,0,0,Poor Packaging,0,1
0,0,0,3,3,1,1099,Beauty & Wellness;Clothing;Toys,COD;Card,2,2,3277,1,Recommendations;Cashback,3,BOGO;Free Delivery;Flat Discounts,3,0,1,Wrong Item;None,0,3
2,0,3,4,0,3,730,Groceries,Wallet,1,2,1560,0,Exclusive Deals;Cashback;Early Access,2,Flat Discounts;Surprise Gifts;Free Delivery,2,1,0,Delays;Wrong Item;None,2,1
0,1,5,4,3,3,1748,Beauty & Wellness;Toys;Home & Kitchen,UPI;Wallet,2,0,4184,0,Cashback;Early Access;Exclusive Deals,2,Surprise Gifts;Free Delivery;Flat Discounts,1,1,0,Delays;Poor Packaging,0,1
1,0,1,4,3,1,2560,Toys;Clothing;Beauty & Wellness,COD;Card;UPI,1,0,3157,0,Exclusive Deals;Recommendations;Cashback,1,Flat Discounts;BOGO;Surprise Gifts,0,0,0,None;Wrong Item;Payment Issues,1,3
2,1,1,2,1,2,6287,Clothing,UPI;Card,1,2,7815,0,Cashback;Recommendations,1,Free Delivery,2,0,1,Delays,2,2
4,0,5,3,1,1,1070,Home & Kitchen;Groceries;Electronics,COD;UPI;Wallet,1,1,1717,0,Exclusive Deals,0,Free Delivery,0,0,1,Payment Issues;Poor Packaging,0,3
2,1,1,4,0,2,1712,Electronics;Home & Kitchen,Wallet,3,2,2772,0,Recommendations;Exclusive Deals;Cashback,2,Surprise Gifts;BOGO;Flat Discounts,1,0,0,None;Wrong Item;Payment Issues,0,1
1,0,5,3,1,1,1953,Electronics;Clothing,Wallet;UPI,0,2,2184,1,Cashback,1,BOGO;Flat Discounts,1,1,0,Poor Packaging;Wrong Item,0,3
0,1,3,2,0,3,1506,Toys;Clothing,Card;COD,1,2,2953,0,Early Access,2,Surprise Gifts;Free Delivery,1,0,1,Wrong Item;Payment Issues,2,1
2,1,0,3,0,3,2442,Beauty & Wellness,Wallet,3,2,3399,1,Exclusive Deals;Recommendations,0,BOGO;Free Delivery;Flat Discounts,1,0,0,Poor Packaging;None;Payment Issues,1,0
1,0,5,4,1,1,1112,Groceries;Home & Kitchen,COD;UPI;Wallet,3,2,2367,1,Early Access;Recommendations,2,Flat Discounts;Free Delivery,3,0,0,None;Payment Issues,0,3
2,1,2,0,0,1,1427,Beauty & Wellness;Electronics;Groceries,COD;Wallet;Card,2,2,3559,0,Cashback;Recommendations,0,BOGO,1,1,1,Poor Packaging;Payment Issues;Delays,1,3
2,0,5,0,0,1,1777,Home & Kitchen;Beauty & Wellness;Groceries,COD,0,2,2397,1,Cashback;Early Access;Recommendations,0,Surprise Gifts,0,0,0,Delays,1,3
2,1,1,4,0,3,1835,Toys;Beauty & Wellness;Electronics,COD,0,1,1964,1,Cashback,0,Free Delivery,1,0,0,Poor Packaging;None,1,0
1,0,3,4,0,3,1628,Electronics;Clothing;Groceries,COD;Wallet;UPI,2,1,3779,0,Cashback;Recommendations,1,Surprise Gifts;BOGO;Flat Discounts,1,0,0,Wrong Item;Poor Packaging,0,1
0,1,4,4,1,3,832,Toys,UPI,0,1,1440,0,Recommendations,3,Surprise Gifts,2,0,0,Wrong Item,2,1
2,0,3,4,0,3,3002,Beauty & Wellness,Wallet,2,0,4362,0,Early Access;Exclusive Deals;Cashback,3,Flat Discounts;BOGO;Free Delivery,3,1,0,Payment Issues;Delays,1,1
2,1,4,4,3,3,1458,Toys,COD;Card;Wallet,3,2,3116,0,Early Access;Cashback;Recommendations,1,BOGO,1,0,0,Poor Packaging;Wrong Item,2,1
3,1,5,4,1,1,1666,Electronics;Beauty & Wellness;Clothing,UPI,3,2,1781,0,Exclusive Deals;Cashback,2,Surprise Gifts,2,0,0,Poor Packaging;None,1,3
1,1,0,4,1,3,1970,Groceries;Electronics;Home & Kitchen,Card,1,1,3066,1,Recommendations,1,BOGO;Surprise Gifts;Flat Discounts,1,0,0,Wrong Item;Delays;None,0,0
1,1,2,4,0,3,1218,Electronics;Groceries,Card,2,2,2925,1,Recommendations,2,Free Delivery;BOGO,3,1,0,None;Wrong Item,2,0
2,0,3,4,1,3,1634,Groceries;Beauty & Wellness,Card;UPI,3,2,3573,0,Cashback,0,Free Delivery;Surprise Gifts;Flat Discounts,3,0,0,Delays;Payment Issues,1,1
1,1,1,2,2,1,1193,Clothing,UPI;COD;Wallet,3,2,3309,1,Recommendations;Cashback,1,BOGO;Free Delivery;Surprise Gifts,3,0,0,Payment Issues;Poor Packaging,1,3
3,0,4,4,1,3,1849,Beauty & Wellness;Home & Kitchen;Clothing,COD;Wallet,2,0,3202,0,Exclusive Deals;Cashback,3,Surprise Gifts;BOGO;Flat Discounts,1,0,0,Poor Packaging;None,2,1
2,1,1,3,2,3,1434,Clothing,Card,3,2,3277,0,Recommendations;Cashback;Exclusive Deals,2,BOGO,1,0,0,Payment Issues;Delays,1,1
1,1,0,3,1,3,1761,Home & Kitchen,Wallet,0,0,4171,1,Exclusive Deals;Recommendations,1,Free Delivery;Flat Discounts;Surprise Gifts,2,1,0,Poor Packaging;Wrong Item,2,0
2,0,4,2,3,3,972,Home & Kitchen;Clothing,COD;Card,3,2,2160,0,Exclusive Deals;Early Access;Recommendations,1,Surprise Gifts;BOGO;Free Delivery,0,1,0,Delays;Payment Issues,1,1
2,0,3,4,0,2,1102,Home & Kitchen;Clothing,Wallet;UPI,2,1,3514,0,Exclusive Deals;Recommendations,2,BOGO;Flat Discounts,0,0,0,Poor Packaging;Wrong Item,2,1
0,1,5,3,0,2,780,Beauty & Wellness,Wallet,0,1,2241,0,Cashback,0,BOGO,1,0,0,Wrong Item;None;Payment Issues,0,1
3,1,1,4,1,3,1173,Groceries;Beauty & Wellness;Toys,Card;UPI;COD,0,1,1650,0,Cashback;Exclusive Deals;Recommendations,0,Free Delivery,1,1,0,None,0,1
1,1,0,4,0,3,100,Electronics;Beauty & Wellness;Groceries,Card;COD,3,2,1398,0,Recommendations,0,Flat Discounts;Free Delivery;BOGO,2,0,1,Payment Issues;Wrong Item;None,1,1
2,0,3,4,1,1,1415,Home & Kitchen;Clothing;Electronics,UPI;Card;Wallet,1,2,1990,1,Recommendations;Cashback,0,Free Delivery;BOGO;Flat Discounts,1,0,0,Delays;None;Wrong Item,2,3
1,0,3,4,2,0,1279,Groceries;Home & Kitchen,UPI;COD;Wallet,0,1,2668,0,Exclusive Deals;Recommendations,2,BOGO;Flat Discounts,0,0,0,Payment Issues,0,3
3,1,3,3,2,3,1690,Toys;Beauty & Wellness,Card;Wallet;COD,2,2,2118,0,Exclusive Deals;Early Access;Cashback,3,Flat Discounts,1,0,0,None;Delays,1,1
1,0,3,2,3,3,1626,Groceries;Beauty & Wellness;Toys,UPI;Wallet,1,2,3565,0,Exclusive Deals;Cashback;Recommendations,1,Surprise Gifts;Flat Discounts,1,0,0,Delays;Wrong Item;Poor Packaging,2,1
4,0,4,4,1,2,7300,Beauty & Wellness,Card,1,2,8586,0,Recommendations;Cashback;Exclusive Deals,1,Flat Discounts;Free Delivery,0,1,0,Wrong Item;None;Payment Issues,0,2
3,0,3,4,1,0,3156,Electronics;Clothing,Wallet,0,0,3693,0,Early Access;Cashback,0,Flat Discounts;BOGO;Surprise Gifts,0,1,0,Wrong Item;Payment Issues,2,3
0,0,1,0,0,3,2282,Home & Kitchen;Groceries,Wallet;COD;UPI,3,2,3772,1,Recommendations;Early Access;Cashback,2,Surprise Gifts,3,0,0,Payment Issues,1,0
1,1,0,4,1,1,1328,Groceries;Toys;Electronics,COD;UPI,1,1,3201,0,Early Access,3,Flat Discounts;Surprise Gifts,3,0,1,Poor Packaging;Wrong Item,1,3
3,1,4,4,0,3,1303,Beauty & Wellness;Groceries;Electronics,Wallet;Card,3,2,2625,0,Exclusive Deals;Early Access,3,Surprise Gifts,1,0,0,Wrong Item;Delays;Poor Packaging,1,1
3,1,3,4,1,3,2121,Toys;Electronics;Beauty & Wellness,Wallet;COD,0,2,3744,1,Cashback,1,Surprise Gifts;BOGO;Flat Discounts,3,0,0,None,0,0
1,1,2,4,1,2,589,Clothing;Home & Kitchen,COD;Wallet;Card,2,1,2752,1,Cashback;Recommendations,0,BOGO,0,0,0,None,1,0
1,0,2,2,0,3,1410,Clothing;Toys,Wallet,1,2,3354,0,Cashback;Exclusive Deals,1,Free Delivery;Flat Discounts;BOGO,0,0,1,Poor Packaging;Delays,2,1
1,0,0,2,0,1,1457,Groceries;Clothing;Electronics,Wallet;UPI;Card,2,2,2876,0,Recommendations;Exclusive Deals;Cashback,1,Surprise Gifts;Free Delivery,1,1,1,Payment Issues,0,3
1,1,5,3,0,3,1950,Toys;Electronics;Groceries,Card;UPI,3,1,2917,0,Recommendations;Cashback,3,Surprise Gifts,0,1,0,Delays;Wrong Item,0,1
1,1,5,3,1,3,1968,Electronics;Home & Kitchen,Wallet;UPI,3,1,3879,0,Cashback,2,Surprise Gifts;BOGO,1,0,0,Wrong Item;Delays;None,1,1
1,1,4,2,0,3,1153,Toys;Clothing,Wallet;Card,2,2,2236,0,Recommendations;Cashback;Early Access,3,Flat Discounts;Free Delivery,3,0,0,Delays;Poor Packaging;Payment Issues,1,1
2,0,4,0,1,3,1351,Groceries,UPI,0,0,2713,0,Early Access;Cashback,1,Flat Discounts,3,0,0,Wrong Item;Payment Issues,2,1
2,1,4,2,0,3,1867,Toys;Beauty & Wellness,COD,0,1,3291,0,Cashback;Recommendations;Exclusive Deals,0,BOGO;Surprise Gifts;Flat Discounts,0,1,0,Delays,0,1
2,0,5,4,1,1,1120,Clothing,Wallet;COD;Card,1,0,3273,1,Early Access;Cashback;Exclusive Deals,0,Surprise Gifts;Flat Discounts;BOGO,0,0,0,None,2,3
0,1,2,4,1,3,2323,Home & Kitchen,Card;Wallet;UPI,1,2,3441,0,Cashback;Exclusive Deals;Early Access,2,Surprise Gifts,0,0,0,Poor Packaging;Delays;None,2,1
1,1,5,0,0,3,1965,Home & Kitchen;Toys,Wallet;UPI,0,2,3854,0,Recommendations,2,Surprise Gifts;Free Delivery,3,0,0,None;Wrong Item;Delays,1,1
0,2,1,4,2,3,1702,Clothing;Groceries,COD;Wallet,0,0,2608,0,Early Access,2,Free Delivery;Flat Discounts,1,1,1,None;Poor Packaging;Delays,2,1
1,0,3,4,2,1,1834,Groceries;Toys,UPI,2,0,3827,0,Recommendations;Early Access;Cashback,1,BOGO;Free Delivery,1,1,0,Payment Issues;None;Wrong Item,2,3
1,1,4,3,1,3,1319,Beauty & Wellness,UPI;Wallet,3,2,2828,0,Cashback;Exclusive Deals;Early Access,1,Free Delivery;Flat Discounts;BOGO,3,0,1,Delays;Payment Issues;Wrong Item,1,1
3,0,2,4,1,3,1224,Clothing,COD;Wallet;UPI,3,2,2642,1,Cashback;Exclusive Deals;Early Access,2,Surprise Gifts;BOGO;Free Delivery,3,1,0,Wrong Item;Delays,2,0
1,0,0,4,2,3,1345,Toys,Wallet;Card;COD,1,2,2586,1,Exclusive Deals;Early Access,0,BOGO;Free Delivery,2,0,0,None;Poor Packaging,2,0
0,0,0,4,1,0,1899,Toys;Beauty & Wellness;Groceries,Card;UPI,0,2,2403,1,Early Access,0,Surprise Gifts;Free Delivery,1,0,0,Payment Issues;Poor Packaging,2,3
0,1,3,2,0,3,1720,Beauty & Wellness,Wallet,2,2,3606,1,Cashback;Early Access;Exclusive Deals,0,Flat Discounts,0,1,0,Wrong Item,2,0
2,0,2,4,0,1,1346,Groceries,UPI;Wallet;COD,1,2,2039,0,Cashback,1,Surprise Gifts;Flat Discounts,1,1,0,None;Payment Issues,0,3
1,1,5,1,3,3,2049,Electronics;Beauty & Wellness;Groceries,Card;COD;UPI,2,0,2160,1,Early Access;Exclusive Deals,3,Flat Discounts,1,0,0,Payment Issues;Wrong Item,0,0
0,0,5,3,0,0,1495,Toys;Groceries;Beauty & Wellness,Wallet,0,2,3807,1,Cashback;Exclusive Deals;Early Access,0,Flat Discounts,1,0,0,Delays;Poor Packaging,1,3
0,1,1,4,0,3,1184,Groceries;Electronics;Clothing,Wallet;UPI,0,1,2601,0,Cashback,0,BOGO;Flat Discounts;Surprise Gifts,0,1,1,Poor Packaging;Payment Issues;None,1,1
